Time,fms,EDA,individual,simulation,CSS
04-32-40,3,0.731,3,beach,High
04-32-41,3,0.756,3,beach,High
04-32-42,3,0.746,3,beach,High
04-32-43,3,0.73,3,beach,High
04-32-44,3,0.721,3,beach,High
04-32-45,3,0.711,3,beach,High
04-32-46,3,0.701,3,beach,High
04-32-47,3,0.696,3,beach,High
04-32-48,3,0.689,3,beach,High
04-32-49,3,0.683,3,beach,High
04-32-50,3,0.683,3,beach,High
04-32-51,3,0.68,3,beach,High
04-32-52,3,0.678,3,beach,High
04-32-53,3,0.672,3,beach,High
04-32-54,3,0.67,3,beach,High
04-32-55,3,0.676,3,beach,High
04-32-56,3,0.693,3,beach,High
04-32-57,3,0.686,3,beach,High
04-32-58,3,0.681,3,beach,High
04-32-59,3,0.673,3,beach,High
04-33-00,3,0.666,3,beach,High
04-33-01,3,0.661,3,beach,High
04-33-02,3,0.658,3,beach,High
04-33-03,3,0.674,3,beach,High
04-33-04,3,0.709,3,beach,High
04-33-05,3,0.723,3,beach,High
04-33-06,3,0.713,3,beach,High
04-33-07,3,0.71,3,beach,High
04-33-08,3,0.706,3,beach,High
04-33-09,3,0.7,3,beach,High
